App Name,App Size,App Review,App Category,App Rating,App Installs,App Type,App Content Rating,App Genres,Last Updated,Current App Version,Android Version,Average Sentiment Polarity,Average Sentiment Subjectivity
Asphalt 8 Airborne,92,8389714,GAME,4.5,100000000,Free,Teen,Racing,04/07/2018,3.7.1a,4.0.3 and up,0.004450411,0.513543890
8 Ball Pool,52,14200550,GAME,4.5,100000000,Free,Everyone,Sports,31/07/2018,4.0.0,4.0.3 and up,0.001252007,0.491351737
8 Ball Pool,52,14200344,GAME,4.5,100000000,Free,Everyone,Sports,31/07/2018,4.0.0,4.0.3 and up,0.001252007,0.491351737
8 Ball Pool,52,14201891,GAME,4.5,100000000,Free,Everyone,Sports,31/07/2018,4.0.0,4.0.3 and up,0.001252007,0.491351737
8 Ball Pool,52,14184910,SPORTS,4.5,100000000,Free,Everyone,Sports,31/07/2018,4.0.0,4.0.3 and up,0.001252007,0.491351737
8 Ball Pool,52,14198602,GAME,4.5,100000000,Free,Everyone,Sports,31/07/2018,4.0.0,4.0.3 and up,0.001252007,0.491351737
8 Ball Pool,52,14198297,GAME,4.5,100000000,Free,Everyone,Sports,31/07/2018,4.0.0,4.0.3 and up,0.001252007,0.491351737
8 Ball Pool,52,14201604,GAME,4.5,100000000,Free,Everyone,Sports,31/07/2018,4.0.0,4.0.3 and up,0.001252007,0.491351737
Hostelworld Hostels Cheap Hotels Travel App,28,17878,TRAVEL_AND_LOCAL,4.4,1000000,Free,Everyone,Travel & Local,16/07/2018,6.7.1,4.1 and up,0.253418478,0.576285445
Face Filter Selfie Editor Sweet Camera,22,142758,PHOTOGRAPHY,4.7,10000000,Free,Everyone,Photography,06/07/2018,1.5.1,4.4 and up,0.194281046,0.588865546
Face Filter Selfie Editor Sweet Camera,22,142634,PHOTOGRAPHY,4.7,10000000,Free,Everyone,Photography,06/07/2018,1.5.1,4.4 and up,0.194281046,0.588865546
Filters for Selfie,25,8572,BEAUTY,4.3,1000000,Free,Everyone,Beauty,10/05/2018,1.1.0,4.0 and up,0.099120370,0.527894621
Funny Alarm Clock Ringtones,14,15633,PERSONALIZATION,4.5,1000000,Free,Everyone,Personalization,09/03/2017,1.1,4.0.3 and up,0.108380640,0.596189986
Hangouts,11.66,3419249,COMMUNICATION,4,1000000000,Free,Everyone,Communication,21/07/2018,Varies with device,Varies with device,0.251503329,0.531248727
Hangouts,11.66,3419513,COMMUNICATION,4,1000000000,Free,Everyone,Communication,21/07/2018,Varies with device,Varies with device,0.251503329,0.531248727
Hangouts,11.66,3419433,COMMUNICATION,4,1000000000,Free,Everyone,Communication,21/07/2018,Varies with device,Varies with device,0.251503329,0.531248727
Hangouts,11.66,3419464,COMMUNICATION,4,1000000000,Free,Everyone,Communication,21/07/2018,Varies with device,Varies with device,0.251503329,0.531248727
Block Puzzle,7.8,59800,GAME,4.6,5000000,Free,Everyone,Puzzle,06/03/2018,2.9,2.3 and up,0.035221354,0.536787113
Block Puzzle,7.8,59907,GAME,4.6,5000000,Free,Everyone,Puzzle,06/03/2018,2.9,2.3 and up,0.035221354,0.536787113
Block Puzzle,7.8,59854,GAME,4.6,5000000,Free,Everyone,Puzzle,06/03/2018,2.9,2.3 and up,0.035221354,0.536787113
Hily Dating Chat Match Meet Hook up,56,2556,DATING,4.1,100000,Free,Mature 17+,Dating,01/08/2018,2.5.2,4.1 and up,0.033778595,0.555331207
Hily Dating Chat Match Meet Hook up,56,2560,DATING,4.1,100000,Free,Mature 17+,Dating,01/08/2018,2.5.2,4.1 and up,0.033778595,0.555331207
ConvertPad Unit Converter,4.3,90831,TOOLS,4.4,10000000,Free,Everyone,Tools,18/06/2017,3.1.00,4.2 and up,0.223449729,0.487796882
Breaking News Local news Attacks and Alerts Free,6.3,2543,NEWS_AND_MAGAZINES,4.7,500000,Free,Everyone,News & Magazines,19/07/2018,8.0.6,4.1 and up,0.217045994,0.377135193
Azpen eReader,42,156,BOOKS_AND_REFERENCE,3.5,500000,Free,Everyone,Books & Reference,15/02/2018,3.1.7.9,2.2 and up,0.242624224,0.597325742
AVG Cleaner Speed Battery Memory Booster,24,1188154,PRODUCTIVITY,4.4,10000000,Free,Everyone,Productivity,14/06/2018,4.6.4,4.1 and up,0.273663719,0.582449206
Hay Day,94,10053186,FAMILY,4.5,100000000,Free,Everyone,Casual,28/06/2018,1_39_93,4.0.3 and up,0.019572349,0.503681586
Home workouts fat burning abs legs armschest,13,4848,HEALTH_AND_FITNESS,4.3,1000000,Free,Everyone,Health & Fitness,18/07/2018,2.6,4.1 and up,0.448220486,0.596955128
Fooducate Healthy Weight Loss Calorie Counter,21.64,14402,HEALTH_AND_FITNESS,4.4,1000000,Free,Everyone,Health & Fitness,03/08/2018,Varies with device,Varies with device,0.354216923,0.497762033
Apartment Home Rental Search Realtorcom Rentals,13,10117,HOUSE_AND_HOME,3.9,1000000,Free,Everyone,House & Home,29/06/2018,3.6,4.0.3 and up,-0.003732900,0.483271861
Goku Wallpaper Art,38,6342,PERSONALIZATION,4.7,1000000,Free,Everyone,Personalization,13/07/2018,1.8,4.1 and up,0.464319728,0.517482993
Binaural Beats Meditation,95,411,LIBRARIES_AND_DEMO,4.3,50000,Free,Everyone,Libraries & Demo,08/06/2018,5,4.0.3 and up,0.353518105,0.564320188
Extreme Car Driving Simulator,52,2251012,GAME,4.3,100000000,Free,Everyone,Racing,03/05/2018,4.17.2,4.0 and up,-0.073611111,0.452777778
Bad Piggies,66,1168959,FAMILY,4.3,50000000,Free,Everyone,Puzzle,03/05/2017,2.3.3,4.1 and up,0.007940660,0.538949241
ARY NEWS,9.8,2959,NEWS_AND_MAGAZINES,4.4,1000000,Free,Everyone,News & Magazines,04/08/2018,7.5.0,4.1 and up,0.233744261,0.438351699
Equestria Girls,53,392596,FAMILY,4.3,10000000,Free,Everyone,Role Playing;Action & Adventure,22/07/2016,37893,4.0 and up,0.043808377,0.550960436
Equestria Girls,53,392819,FAMILY,4.3,10000000,Free,Everyone,Role Playing;Action & Adventure,22/07/2016,37893,4.0 and up,0.043808377,0.550960436
GO Notifier,0.68,124346,COMMUNICATION,4.2,10000000,Free,Everyone,Communication,06/07/2014,2.8,2.0 and up,0.067519589,0.423067810
HighPowered Flashlight,8.77,429580,TOOLS,4.5,10000000,Free,Everyone,Tools,16/03/2018,Varies with device,Varies with device,0.338957297,0.505732026
Crew Free Messaging and Scheduling,48,4159,BUSINESS,4.6,500000,Free,Everyone,Business,20/07/2018,6.1.2,4.0.3 and up,0.417331952,0.599838190
Helix Jump,33,1485806,GAME,4.2,100000000,Free,Everyone,Action,09/04/2018,1.0.6,4.1 and up,0.099665480,0.487221064
Helix Jump,33,1500622,GAME,4.2,100000000,Free,Everyone,Action,09/04/2018,1.0.6,4.1 and up,0.099665480,0.487221064
Helix Jump,33,1497361,GAME,4.2,100000000,Free,Everyone,Action,09/04/2018,1.0.6,4.1 and up,0.099665480,0.487221064
Helix Jump,33,1499373,GAME,4.2,100000000,Free,Everyone,Action,09/04/2018,1.0.6,4.1 and up,0.099665480,0.487221064
Helix Jump,33,1500999,GAME,4.2,100000000,Free,Everyone,Action,09/04/2018,1.0.6,4.1 and up,0.099665480,0.487221064
Helix Jump,33,1498648,GAME,4.2,100000000,Free,Everyone,Action,09/04/2018,1.0.6,4.1 and up,0.099665480,0.487221064
Entel,55,16168,LIFESTYLE,3.2,1000000,Free,Everyone,Lifestyle,26/07/2018,2.2.9,4.0.3 and up,0.018577117,0.331313733
Barbie Magical Fashion,15,328619,FAMILY,4,10000000,Free,Everyone,Casual;Creativity,06/10/2017,2.2,4.1 and up,0.084732765,0.578208385
Baby Monitor,5.2,5343,PARENTING,4.4,1000000,Free,Everyone,Parenting,30/03/2018,2.1.1,4.1 and up,0.274223073,0.492135488
Dropbox,61,1861309,PRODUCTIVITY,4.4,500000000,Free,Everyone,Productivity,01/08/2018,Varies with device,Varies with device,0.236330525,0.443635604
Dropbox,61,1861310,PRODUCTIVITY,4.4,500000000,Free,Everyone,Productivity,01/08/2018,Varies with device,Varies with device,0.236330525,0.443635604
Dropbox,61,1860844,PRODUCTIVITY,4.4,500000000,Free,Everyone,Productivity,01/08/2018,Varies with device,Varies with device,0.236330525,0.443635604
HTC Calendar,12.87,6949,PRODUCTIVITY,3.9,10000000,Free,Everyone,Productivity,27/12/2017,Varies with device,Varies with device,-0.037626263,0.694949495
Easy Makeup Tutorials,5,7287,LIFESTYLE,4.3,1000000,Free,Everyone,Lifestyle,03/11/2016,1,2.3 and up,0.281971375,0.424363175
Bookingcom Travel Deals,24.52,1830387,TRAVEL_AND_LOCAL,4.7,100000000,Free,Everyone,Travel & Local,06/08/2018,Varies with device,Varies with device,0.014176835,0.400932158
Bookingcom Travel Deals,24.52,1830388,TRAVEL_AND_LOCAL,4.7,100000000,Free,Everyone,Travel & Local,06/08/2018,Varies with device,Varies with device,0.014176835,0.400932158
Granny,59,1138239,GAME,4.5,50000000,Free,Teen,Arcade,29/05/2018,1.4.0.1,4.0 and up,0.064623164,0.556299335
Granny,59,1137267,GAME,4.5,50000000,Free,Teen,Arcade,29/05/2018,1.4.0.1,4.0 and up,0.064623164,0.556299335
Granny,59,1137271,GAME,4.5,50000000,Free,Teen,Arcade,29/05/2018,1.4.0.1,4.0 and up,0.064623164,0.556299335
Granny,59,1128805,GAME,4.5,50000000,Free,Teen,Arcade,29/05/2018,1.4.0.1,4.0 and up,0.064623164,0.556299335
Granny,59,1135631,GAME,4.5,50000000,Free,Teen,Arcade,29/05/2018,1.4.0.1,4.0 and up,0.064623164,0.556299335
DC Super Hero Girls,95,43055,GAME,4.3,5000000,Free,Everyone,Action;Action & Adventure,29/06/2018,2.8.0,4.0 and up,0.334009024,0.573326649
DC Super Hero Girls,95,43060,FAMILY,4.3,5000000,Free,Everyone,Action;Action & Adventure,29/06/2018,2.8.0,4.0 and up,0.334009024,0.573326649
DC Super Hero Girls,95,43090,FAMILY,4.3,5000000,Free,Everyone,Action;Action & Adventure,29/06/2018,2.8.0,4.0 and up,0.334009024,0.573326649
Block Puzzle Classic Legend,4.9,17039,GAME,4.2,5000000,Free,Everyone,Puzzle,13/04/2018,2.9,2.3.3 and up,0.150906987,0.536059554
Block Puzzle Classic Legend,4.9,17044,GAME,4.2,5000000,Free,Everyone,Puzzle,13/04/2018,2.9,2.3.3 and up,0.150906987,0.536059554
Cookpad,8.2,131569,FOOD_AND_DRINK,4.5,10000000,Free,Everyone,Food & Drink,03/08/2018,2.76.2.0-android,4.2 and up,0.257436769,0.548396665
DigiCal Calendar Agenda,12.87,133573,PRODUCTIVITY,4.4,5000000,Free,Everyone,Productivity,03/07/2018,Varies with device,Varies with device,0.168212704,0.506742006
Blur Image Background Editor Blur Photo Editor,9.6,62421,PHOTOGRAPHY,4.4,5000000,Free,Everyone,Photography,28/07/2018,2.4,4.1 and up,0.233109946,0.530530303
Anime Manga Coloring Book,11,5035,ART_AND_DESIGN,4.5,100000,Free,Everyone,Art & Design,19/07/2018,2.2,4.0 and up,0.360990767,0.507118056
Colorfit Drawing Coloring,25,20260,ART_AND_DESIGN,4.7,500000,Free,Everyone,Art & Design;Creativity,11/10/2017,1.0.8,4.0.3 and up,0.171835953,0.572762018
Garden Coloring Book,33,13791,ART_AND_DESIGN,4.4,1000000,Free,Everyone,Art & Design,20/09/2017,2.9.2,3.0 and up,0.268482894,0.523447415
BiggerCity Chat for gay bears chubs chasers,44,923,DATING,4.1,100000,Free,Mature 17+,Dating,02/08/2018,3.4.1.1,4.1 and up,0.211675464,0.578157596
Golf Channel,88,19230,SPORTS,4.1,1000000,Free,Everyone,Sports,30/05/2018,4.5.19.56,4.1 and up,-0.025728535,0.461064484
DRAGON BALL LEGENDS,48,338742,GAME,4.6,5000000,Free,Teen,Action,03/08/2018,1.11.0,6.0 and up,0.099549340,0.519107297
DRAGON BALL LEGENDS,48,337913,GAME,4.6,5000000,Free,Teen,Action,03/08/2018,1.11.0,6.0 and up,0.099549340,0.519107297
DRAGON BALL LEGENDS,48,337752,GAME,4.6,5000000,Free,Teen,Action,03/08/2018,1.11.0,6.0 and up,0.099549340,0.519107297
Groovebook Photo Books Gifts,36,21159,PHOTOGRAPHY,4,500000,Free,Everyone,Photography,31/01/2018,2.1.9,4.0.3 and up,0.163921607,0.506754504
CM Locker Security Lockscreen,8.77,3090727,TOOLS,4.6,100000000,Free,Everyone,Tools,31/07/2018,Varies with device,Varies with device,0.240054523,0.480303944
CM Locker Security Lockscreen,8.77,3090680,TOOLS,4.6,100000000,Free,Everyone,Tools,31/07/2018,Varies with device,Varies with device,0.240054523,0.480303944
Bloglovin,16.88,8936,SOCIAL,3.9,500000,Free,Everyone,Social,18/05/2017,Varies with device,Varies with device,0.133952509,0.469378492
HTC Sense Input,8.77,17030,TOOLS,3.4,10000000,Free,Everyone,Tools,12/05/2017,Varies with device,Varies with device,0.024668155,0.420179315
BIG Launcher,5.9,881,PERSONALIZATION,4.3,10000,Paid,Everyone,Personalization,20/06/2018,2.5.9,2.1 and up,0.184986503,0.410125195
All Football Latest News Videos,17,152653,SPORTS,4.6,10000000,Free,Everyone,Sports,03/08/2018,3.0.5,4.1 and up,0.432063295,0.510538645
All Football Latest News Videos,17,152867,SPORTS,4.6,10000000,Free,Everyone,Sports,03/08/2018,3.0.5,4.1 and up,0.432063295,0.510538645
Black People Meet Singles Date,5,10212,DATING,3.9,1000000,Free,Mature 17+,Dating,25/07/2018,1.9.7,4.4 and up,0.249341259,0.505345231
Acorns Invest Spare Change,17.94,45957,FINANCE,4.3,1000000,Free,Everyone,Finance,31/07/2018,Varies with device,Varies with device,0.046666667,0.203888889
Acorns Invest Spare Change,17.94,45962,FINANCE,4.3,1000000,Free,Everyone,Finance,31/07/2018,Varies with device,Varies with device,0.046666667,0.203888889
DC Comics,13.57,25673,COMICS,4.2,1000000,Free,Teen,Comics,05/06/2018,Varies with device,Varies with device,0.478809474,0.605346532
DC Comics,13.57,25671,COMICS,4.2,1000000,Free,Teen,Comics,05/06/2018,Varies with device,Varies with device,0.478809474,0.605346532
CM Browser Ad Blocker Fast Download Privacy,6.1,2265084,COMMUNICATION,4.6,50000000,Free,Everyone,Communication,31/07/2018,5.22.18.0006,4.0 and up,0.0125,0.6875
CM Browser Ad Blocker Fast Download Privacy,6.1,2264916,COMMUNICATION,4.6,50000000,Free,Everyone,Communication,31/07/2018,5.22.18.0006,4.0 and up,0.0125,0.6875
Expedia Hotels Flights Car Rental Travel Deals,14,136626,TRAVEL_AND_LOCAL,4.1,10000000,Free,Everyone,Travel & Local,06/08/2018,18.30.0,5.0 and up,0.092992156,0.501554130
Expedia Hotels Flights Car Rental Travel Deals,14,136633,TRAVEL_AND_LOCAL,4.1,10000000,Free,Everyone,Travel & Local,06/08/2018,18.30.0,5.0 and up,0.092992156,0.501554130
Fox News Breaking News Live Video News Alerts,12.65,249919,NEWS_AND_MAGAZINES,4.5,10000000,Free,Everyone 10+,News & Magazines,30/07/2018,Varies with device,Varies with device,0.021842716,0.502987619
Canva Poster banner card maker graphic design,24,174531,ART_AND_DESIGN,4.7,10000000,Free,Everyone,Art & Design,31/07/2018,1.6.1,4.1 and up,0.204839569,0.536000982
GCash Buy Load Pay Bills Send Money,17.94,25508,FINANCE,4,1000000,Free,Everyone,Finance,31/07/2018,Varies with device,4.2 and up,0.027082441,0.383468615
Box,13.91,159872,BUSINESS,4.2,10000000,Free,Everyone,Business,31/07/2018,Varies with device,Varies with device,0.410000509,0.435086488
Advanced Task Killer,1.5,577059,PRODUCTIVITY,4.4,50000000,Free,Everyone,Productivity,07/08/2016,2.2.1B216,2.3.3 and up,0.138851521,0.43680291
Babbel Learn Languages,21,266948,EDUCATION,4.3,10000000,Free,Everyone,Education,30/07/2018,20.7.2,4.4 and up,0.391636153,0.498397676
Babbel Learn Languages,21,267787,FAMILY,4.3,10000000,Free,Everyone,Education,30/07/2018,20.7.2,4.4 and up,0.391636153,0.498397676
Babbel Learn Languages,21,266935,EDUCATION,4.3,10000000,Free,Everyone,Education,30/07/2018,20.7.2,4.4 and up,0.391636153,0.498397676
ETRADE Mobile,58,10658,FINANCE,3.9,1000000,Free,Everyone,Finance,02/08/2018,6.8.2,4.4 and up,0.153273414,0.493610380
ETRADE Mobile,58,10657,FINANCE,3.9,1000000,Free,Everyone,Finance,02/08/2018,6.8.2,4.4 and up,0.153273414,0.493610380
Diamond Zipper Lock Screen,12,71688,PERSONALIZATION,4.3,10000000,Free,Everyone,Personalization,11/06/2018,3.5,4.1 and up,0.159730392,0.606151961
Educational Games for Kids,24,7050,FAMILY,4.5,1000000,Free,Everyone,Educational;Education,27/05/2018,2,4.0 and up,0.306556437,0.513664021
Garden Photo Frames Garden Photo Editor,13,1864,PHOTOGRAPHY,4.4,500000,Free,Everyone,Photography,03/05/2018,22,4.0.3 and up,0.333583333,0.481375
CM Launcher 3D Theme Wallpapers Efficient,17,6700847,PERSONALIZATION,4.6,100000000,Free,Teen,Personalization,03/08/2018,5.41.0,4.0.3 and up,0.282478956,0.591111111
CM Launcher 3D Theme Wallpapers Efficient,17,6702776,PERSONALIZATION,4.6,100000000,Free,Teen,Personalization,03/08/2018,5.41.0,4.0.3 and up,0.282478956,0.591111111
Account Manager,8.77,76604,TOOLS,4.1,100000000,Free,Everyone,Tools,27/07/2016,Varies with device,Varies with device,-0.087635203,0.456465685
Android Messages,11.66,781810,COMMUNICATION,4.2,100000000,Free,Everyone,Communication,01/08/2018,Varies with device,Varies with device,0.071675938,0.513216020
Big Days Events Countdown,14.86,39724,LIFESTYLE,4.6,1000000,Free,Everyone,Lifestyle,29/06/2018,Varies with device,Varies with device,0.285413727,0.499627058
DoorDash Food Delivery,22.06,104504,FOOD_AND_DRINK,4.5,1000000,Free,Everyone,Food & Drink,31/07/2018,Varies with device,Varies with device,0.072407103,0.444224977
BeSoccer Soccer Live Score,24.18,152780,SPORTS,4.5,10000000,Free,Everyone,Sports,18/07/2018,Varies with device,Varies with device,0.356768478,0.404653880
BET NOW Watch Shows,19,14807,ENTERTAINMENT,4.2,1000000,Free,Teen,Entertainment,08/07/2018,11.45.0,4.4 and up,0.051088076,0.408129058
Content Transfer,7.2,19302,PRODUCTIVITY,4.7,5000000,Free,Everyone,Productivity,28/06/2018,3.5.12,4.0.3 and up,0.163047282,0.397058847
A Mobile,6.3,730,FINANCE,3.9,10000,Free,Everyone,Finance,26/06/2018,5.4.4,4.4 and up,0.329592262,0.522708381
Colorfy Coloring Book for Adults Free,27.93,787107,FAMILY,4.5,10000000,Free,Everyone,Entertainment,20/06/2018,Varies with device,Varies with device,0.046784879,0.604247051
Colorfy Coloring Book for Adults Free,22.64,787177,ENTERTAINMENT,4.5,10000000,Free,Everyone,Entertainment,20/06/2018,Varies with device,Varies with device,0.046784879,0.604247051
FlirtChat Free DatingFlirting App,13,2430,DATING,4.3,500000,Free,Mature 17+,Dating,26/07/2018,12.0.4,4.1 and up,0.420992579,0.510695733
FlirtChat Free DatingFlirting App,13,2433,DATING,4.3,500000,Free,Mature 17+,Dating,26/07/2018,12.0.4,4.1 and up,0.420992579,0.510695733
FOX Sports Live Streaming Scores News,82,28895,SPORTS,4,5000000,Free,Teen,Sports,02/08/2018,4.4.15,5.0 and up,0.313256300,0.520679012
GRE Prep Practice by Magoosh,20.08,3963,EDUCATION,4.4,100000,Free,Everyone,Education,06/06/2018,Varies with device,Varies with device,0.388015713,0.483906285
ABC News US World News,35,18976,NEWS_AND_MAGAZINES,4,1000000,Free,Everyone 10+,News & Magazines,06/06/2018,3.19.11,5.0 and up,-0.042361839,0.411169346
BetterMe Weight Loss Workouts,15,14709,HEALTH_AND_FITNESS,4.2,5000000,Free,Everyone,Health & Fitness,26/07/2018,2.8.2,5.0 and up,0.292275323,0.498255716
Colorful Glitter Neon Butterfly Keyboard Theme,9.8,2056,PERSONALIZATION,4.3,500000,Free,Everyone,Personalization,25/07/2018,6.7.24.2018,4.0.3 and up,0.20640625,0.582507440
Chakra Cleansing,99,539,LIBRARIES_AND_DEMO,4.6,50000,Free,Everyone,Libraries & Demo,02/08/2018,7,4.0.3 and up,0.424735187,0.572340638
Dog Sim Online Raise a Family,74,94989,FAMILY,4.6,5000000,Free,Teen,Simulation,22/04/2018,8.6,4.0 and up,0.175294237,0.589553571
Allrecipes Dinner Spinner,22.06,61881,FOOD_AND_DRINK,4.5,5000000,Free,Everyone,Food & Drink,10/04/2018,Varies with device,Varies with device,0.272999544,0.581676825
Arrowio,44.13,343263,GAME,4.5,10000000,Free,Everyone 10+,Action,06/08/2018,1.2.6,4.0.3 and up,0.080738174,0.456643693
Color by Number Draw Sandbox Pixel Art,15,10247,FAMILY,4.6,1000000,Free,Everyone,Entertainment,27/07/2018,1.3.13,4.1 and up,0.139556355,0.471361539
Best Car Wallpapers,2.9,994,AUTO_AND_VEHICLES,4.5,100000,Free,Everyone,Auto & Vehicles,27/03/2018,1.6,4.1 and up,-0.133333333,0.488888889
Flipkart Online Shopping App,15.9,6003590,SHOPPING,4.4,100000000,Free,Teen,Shopping,02/08/2018,Varies with device,Varies with device,0.291526361,0.478862288
Flipkart Online Shopping App,15.9,6012719,SHOPPING,4.4,100000000,Free,Teen,Shopping,06/08/2018,Varies with device,Varies with device,0.291526361,0.478862288
BEYBLADE BURST app,44.13,216849,GAME,4.5,10000000,Free,Everyone,Action;Action & Adventure,16/07/2018,Varies with device,Varies with device,-0.013927396,0.469050336
Fat Burning Workout Home Weight lose,9.4,706,HEALTH_AND_FITNESS,4.5,100000,Free,Everyone,Health & Fitness,24/07/2018,1.0.5,4.1 and up,0.175269010,0.547137145
Dog Licks Screen Wallpaper,10,63624,PERSONALIZATION,4.3,5000000,Free,Everyone,Personalization,20/11/2017,11,4.0.3 and up,0.225250304,0.527772590
Candy Camera selfie beauty camera photo editor,16.83,3368705,PHOTOGRAPHY,4.4,100000000,Free,Everyone,Photography,16/07/2018,4.47,4.0.3 and up,0.195277920,0.543015303
Candy Camera selfie beauty camera photo editor,16.83,3368649,PHOTOGRAPHY,4.4,100000000,Free,Everyone,Photography,16/07/2018,4.47,4.0.3 and up,0.195277920,0.543015303
Candy Camera selfie beauty camera photo editor,16.83,3368646,PHOTOGRAPHY,4.4,100000000,Free,Everyone,Photography,16/07/2018,4.47,4.0.3 and up,0.195277920,0.543015303
HISTORY Watch TV Show Full Episodes Specials,20,33387,ENTERTAINMENT,4.1,1000000,Free,Teen,Entertainment,16/07/2018,3.1.4,4.4 and up,0.211278773,0.521122007
Google Primer,18,62272,BUSINESS,4.4,10000000,Free,Everyone,Business,26/06/2018,3.550.2,4.1 and up,0.75,0.675
ARY NEWS URDU,9.7,1071,NEWS_AND_MAGAZINES,4.4,500000,Free,Everyone,News & Magazines,25/07/2018,5.8.0,4.1 and up,0.243425802,0.518345588
Dunkin Donuts,66,68270,FOOD_AND_DRINK,4.2,1000000,Free,Everyone,Food & Drink,20/06/2018,5.0.0,4.4 and up,0.196559930,0.470510006
Dunkin Donuts,66,68103,FOOD_AND_DRINK,4.2,1000000,Free,Everyone,Food & Drink,20/06/2018,5.0.0,4.4 and up,0.196559930,0.470510006
Extreme Racing 2 Real driving RC cars game,93,4207,FAMILY,4.3,500000,Free,Everyone,Racing;Action & Adventure,31/08/2017,1.1.9,4.1 and up,0.023667328,0.419060847
Cycling Bike Tracker,4,9116,HEALTH_AND_FITNESS,4.5,500000,Free,Everyone,Health & Fitness,30/07/2018,1.1.22,4.1 and up,0.352146825,0.617412698
Dr Panda Restaurant 3,91,11126,FAMILY,4.2,1000000,Free,Everyone,Educational;Pretend Play,23/03/2018,1.6.4,4.1 and up,-0.097467771,0.516119626
Baby puzzles,19,11950,FAMILY,4.3,5000000,Free,Everyone,Educational;Education,12/07/2018,6.1,4.0.3 and up,0.079499843,0.507254101
Ebates Cash Back Coupons Rewards Savings,31,37253,SHOPPING,4.5,1000000,Free,Everyone,Shopping,03/08/2018,4.31.2,4.4 and up,0.225387095,0.415520145
Apartment List Housing Apt and Property Rentals,7.5,8481,HOUSE_AND_HOME,4.5,1000000,Free,Everyone,House & Home,03/08/2018,2.1.0,5.0 and up,0.466422872,0.580965515
Baby Name Together,24,464,PARENTING,4,100000,Free,Everyone,Parenting,06/08/2018,2.3.1,5.0 and up,0.285985628,0.495269734
GMAT Math Flashcards,20.08,1769,EDUCATION,4.4,100000,Free,Everyone,Education,11/07/2018,Varies with device,Varies with device,0.412735997,0.549698022
Birds Sounds Ringtones Wallpapers,23,5073,PERSONALIZATION,4.6,1000000,Free,Everyone 10+,Personalization,25/09/2017,1.1,4.0 and up,0.341557018,0.404868421
Free Dating Flirt Chat Choice of Love,15.83,42197,DATING,4,5000000,Free,Mature 17+,Dating,24/07/2018,Varies with device,Varies with device,0.032965368,0.361352814
Free Dating Flirt Chat Choice of Love,15.83,42194,DATING,4,5000000,Free,Mature 17+,Dating,24/07/2018,Varies with device,Varies with device,0.032965368,0.361352814
All Maths Formulas,6.8,2709,BOOKS_AND_REFERENCE,4.4,1000000,Free,Everyone,Books & Reference,11/07/2018,1.9,4.4 and up,0.354636544,0.421768278
Couch to 5K by RunDouble,6.1,15674,HEALTH_AND_FITNESS,4.7,1000000,Free,Everyone,Health & Fitness,31/07/2018,4.5.4,4.1 and up,0.277326422,0.494346236
Door Lock Screen,3.9,5413,PERSONALIZATION,4.3,1000000,Free,Everyone,Personalization,28/07/2018,3.3.a,4.0 and up,0.516621642,0.606861773
3D Live Neon Weed Launcher,21,1724,PERSONALIZATION,4.5,100000,Free,Mature 17+,Personalization,26/06/2018,5.34.10,4.0.3 and up,0.568181818,0.4
Google Ads,20,29331,BUSINESS,4.3,5000000,Free,Everyone,Business,30/07/2018,1.12.0,4.0.3 and up,0.139965337,0.432398648
Google Ads,20,29313,BUSINESS,4.3,5000000,Free,Everyone,Business,30/07/2018,1.12.0,4.0.3 and up,0.139965337,0.432398648
FidMe Loyalty Cards Deals at Grocery Supermarket,15.9,33758,SHOPPING,4.2,1000000,Free,Everyone,Shopping,06/08/2018,Varies with device,Varies with device,0.220267611,0.414167650
Gardenscapes,44.13,4129665,GAME,4.6,50000000,Free,Everyone,Casual,13/07/2018,2.6.2,4.0.3 and up,0.019585138,0.501464814
Gardenscapes,44.13,4128732,GAME,4.6,50000000,Free,Everyone,Casual,13/07/2018,2.6.2,4.0.3 and up,0.019585138,0.501464814
Christian Dating For Free App,13,8722,DATING,3.9,500000,Free,Mature 17+,Dating,20/06/2018,15.8,4.1 and up,0.098026033,0.478660183
Christian Dating For Free App,13,8723,DATING,3.9,500000,Free,Mature 17+,Dating,20/06/2018,15.8,4.1 and up,0.098026033,0.478660183
Hello Kitty Nail Salon,24,369378,FAMILY,4.2,50000000,Free,Everyone,Casual;Pretend Play,17/04/2018,1.5,4.1 and up,0.057448089,0.517986902
Hello Kitty Nail Salon,24,369203,GAME,4.2,50000000,Free,Everyone,Casual;Pretend Play,17/04/2018,1.5,4.1 and up,0.057448089,0.517986902
95Live SG1 Live Streaming App,15,4953,DATING,4.1,1000000,Free,Teen,Dating,01/08/2018,8.7.2,4.2 and up,0.069002331,0.455927480
95Live SG1 Live Streaming App,15,4954,DATING,4.1,1000000,Free,Teen,Dating,01/08/2018,8.7.2,4.2 and up,0.069002331,0.455927480
Device Help,8.77,28860,TOOLS,4.2,100000000,Free,Everyone,Tools,18/07/2018,Varies with device,Varies with device,0.096395738,0.356286623
ACE Elite,45,2898,FINANCE,4.1,100000,Free,Everyone,Finance,09/05/2018,4.10.0,4.4 and up,0.252170916,0.442589386
Archos File Manager,2.3,2131,PRODUCTIVITY,4,5000000,Free,Everyone,Productivity,22/04/2016,4.1.4,4.1 and up,0.115295815,0.486348974
